hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,bookingID,date_str,arrival_date,total_stay,lead_time_bracket,adr_category,total_nights,estimated_revenue
"Las Vegas Marriott Las Vegas, NV ",0,0,2019,May,20,20,0,1,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,D,0,No Deposit,0.0,0,Transient,170.0,0,0,Check-Out,2019-05-21,43288,2019-May-20,2019-05-20,1,,Premium Price,1,170.0
"Cape Town Marriott Hotel Crystal Towers Cape Town, South Africa",0,201,2019,February,7,18,1,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,0,Transient,118.5,0,1,Check-Out,2019-02-20,43289,2019-February-18,2019-02-18,2,181-360 Hari,High Price,2,237.0
"Sheraton Grand Rio Hotel & Resort Rio de Janeiro, Brazil",1,143,2018,July,28,4,1,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,137.7,0,1,Canceled,2018-03-08,43290,2018-July-4,2018-07-04,3,91-180 Hari,Premium Price,3,413.09999999999997
"Heidelberg Marriott Hotel Heidelberg, Germany",0,127,2018,October,45,30,1,0,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,80.1,0,2,Check-Out,2018-10-31,43291,2018-October-30,2018-10-30,1,91-180 Hari,Medium Price,1,80.1
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",0,100,2019,February,8,20,1,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,37.8,0,1,Check-Out,2019-02-24,43292,2019-February-20,2019-02-20,4,91-180 Hari,Low Price,4,151.2
"Albuquerque Airport Courtyard Albuquerque, NM",1,124,2018,September,39,21,2,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,143.1,0,0,Canceled,2018-07-06,43293,2018-September-21,2018-09-21,6,91-180 Hari,Premium Price,6,858.5999999999999
"Leipzig Marriott Hotel Leipzig, Germany",0,0,2019,July,28,14,1,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,0.0,0,Transient,186.67,1,0,Check-Out,2019-07-17,43294,2019-July-14,2019-07-14,3,,Premium Price,3,560.01
"The House, Barbados Barbados",0,74,2017,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,109.0,0,0,Check-Out,2017-09-20,43295,2017-September-18,2017-09-18,2,61-90 Hari,High Price,2,218.0
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",0,128,2019,May,18,6,1,1,3,1.0,0,BB,FRA,Direct,Direct,0,0,0,F,F,2,No Deposit,14.0,0,Transient,246.55,0,1,Check-Out,2019-05-08,43296,2019-May-6,2019-05-06,2,91-180 Hari,Premium Price,2,493.1
"Albuquerque Airport Courtyard Albuquerque, NM",1,238,2019,February,6,10,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,155.0,0,Transient,54.0,0,0,Canceled,2018-12-15,43297,2019-February-10,2019-02-10,2,181-360 Hari,Low Price,2,108.0
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",0,212,2019,May,20,20,1,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,125.1,0,1,Check-Out,2019-05-22,43298,2019-May-20,2019-05-20,2,181-360 Hari,High Price,2,250.2
"Colony Club, Barbados Barbados",1,316,2019,May,19,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,109.8,0,1,Canceled,2019-01-09,43299,2019-May-10,2019-05-10,2,181-360 Hari,High Price,2,219.6
"The St. Regis Osaka Osaka, Japan",1,77,2018,September,38,14,0,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,149.4,0,0,Canceled,2018-07-04,43300,2018-September-14,2018-09-14,3,61-90 Hari,Premium Price,3,448.20000000000005
"Sacramento Airport Natomas Courtyard Sacramento, CA",0,19,2018,January,4,23,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,0,Transient,48.0,0,0,Check-Out,2018-01-24,43301,2018-January-23,2018-01-23,1,0-30 Hari,Low Price,1,48.0
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",1,30,2018,May,22,24,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,75.0,0,0,Canceled,2018-04-24,43302,2018-May-24,2018-05-24,3,0-30 Hari,Medium Price,3,225.0
"Cape Town Marriott Hotel Crystal Towers Cape Town, South Africa",0,47,2018,March,13,21,1,0,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,27.0,0,Transient,73.8,0,0,Check-Out,2018-03-22,43303,2018-March-21,2018-03-21,1,31-60 Hari,Medium Price,1,73.8
"San Diego Sorrento Valley Courtyard San Diego, CA",0,33,2019,August,33,14,1,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0,Transient,240.37,1,1,Check-Out,2019-08-18,43304,2019-August-14,2019-08-14,4,31-60 Hari,Premium Price,4,961.48
"W London – Leicester Square London, United Kingdom",1,50,2018,March,14,28,1,3,2,1.0,0,BB,HRV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,101.15,0,0,Canceled,2018-02-08,43305,2018-March-28,2018-03-28,4,31-60 Hari,High Price,4,404.6
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",1,21,2018,June,26,23,0,1,2,1.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,119.0,0,0,Canceled,2018-06-07,43306,2018-June-23,2018-06-23,1,0-30 Hari,High Price,1,119.0
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,134,2018,June,23,2,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,0,Transient-Party,114.96,0,1,Check-Out,2018-06-06,43307,2018-June-2,2018-06-02,4,91-180 Hari,High Price,4,459.84
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",1,408,2019,May,22,30,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,0,Transient,90.0,0,0,Canceled,2019-05-05,43308,2019-May-30,2019-05-30,1,>360 Hari,Medium Price,1,90.0
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,60,2017,September,37,12,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,98.94,0,1,Check-Out,2017-09-17,43309,2017-September-12,2017-09-12,5,31-60 Hari,High Price,5,494.7
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,48,2019,August,32,7,1,4,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,198.0,0,1,Check-Out,2019-08-12,43310,2019-August-7,2019-08-07,5,31-60 Hari,Premium Price,5,990.0
"Courtyard by Marriott Toulouse Airport Toulouse, France",1,113,2018,January,1,2,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,305.0,0,Transient,72.0,0,0,Canceled,2017-11-16,43311,2018-January-2,2018-01-02,1,91-180 Hari,Medium Price,1,72.0
"Louisville East Courtyard Louisville, KY",0,105,2018,October,42,12,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,132.0,0,Transient-Party,70.0,0,0,Check-Out,2018-10-15,43312,2018-October-12,2018-10-12,3,91-180 Hari,Low Price,3,210.0
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,305,2019,August,33,19,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,96.33,0,1,Check-Out,2019-08-23,43313,2019-August-19,2019-08-19,4,181-360 Hari,High Price,4,385.32
"Sheraton Diana Majestic, Milan Milan, Italy",1,204,2019,July,30,23,2,2,3,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,170.0,0,0,Canceled,2019-01-30,43314,2019-July-23,2019-07-23,4,181-360 Hari,Premium Price,4,680.0
"Des Moines West/Clive Courtyard Clive, IA",1,19,2018,August,35,26,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,162.0,0,2,Canceled,2018-08-13,43315,2018-August-26,2018-08-26,3,0-30 Hari,Premium Price,3,486.0
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",0,0,2018,May,20,12,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0,Transient,139.0,0,0,Check-Out,2018-05-13,43316,2018-May-12,2018-05-12,1,,Premium Price,1,139.0
"Treasure Beach, Barbados Barbados",1,110,2019,April,17,26,1,4,2,1.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,100.8,0,0,Canceled,2019-01-06,43317,2019-April-26,2019-04-26,5,91-180 Hari,High Price,5,504.0
"Renaissance New York Times Square Hotel New York, NY",0,6,2019,February,8,20,1,4,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,0,Transient,66.64,0,1,Check-Out,2019-02-25,43318,2019-February-20,2019-02-20,5,0-30 Hari,Low Price,5,333.2
"Indianapolis Airport Courtyard Indianapolis, IN",0,1,2017,October,42,13,0,1,2,0.0,0,BB,DOM,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,0,Transient,66.0,0,1,Check-Out,2017-10-14,43319,2017-October-13,2017-10-13,1,0-30 Hari,Low Price,1,66.0
"Sheraton Diana Majestic, Milan Milan, Italy",1,208,2018,September,38,12,5,12,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,0,Transient,150.45,0,0,Canceled,2018-07-02,43320,2018-September-12,2018-09-12,17,181-360 Hari,Premium Price,17,2557.6499999999996
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",0,146,2018,June,23,3,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,0,Transient-Party,106.2,0,1,Check-Out,2018-06-05,43321,2018-June-3,2018-06-03,2,91-180 Hari,High Price,2,212.4
"Orlando International Drive/Convention Center Courtyard Orlando, FL",1,156,2019,April,17,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,0,Transient,100.0,0,0,Canceled,2018-11-21,43322,2019-April-26,2019-04-26,3,91-180 Hari,High Price,3,300.0
"The Ritz-Carlton, Berlin Berlin, Germany",1,171,2017,September,37,12,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,0,Transient,59.13,0,1,Canceled,2017-05-09,43323,2017-September-12,2017-09-12,4,91-180 Hari,Low Price,4,236.52
"The St. Regis Osaka Osaka, Japan",1,0,2018,May,21,20,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152.0,0,Transient,88.56,0,0,Canceled,2018-05-20,43324,2018-May-20,2018-05-20,1,,Medium Price,1,88.56
"Indianapolis Airport Courtyard Indianapolis, IN",1,103,2018,October,42,9,1,0,3,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,151.2,0,0,Canceled,2018-07-06,43325,2018-October-9,2018-10-09,1,91-180 Hari,Premium Price,1,151.2
"Las Vegas Marriott Las Vegas, NV ",0,174,2019,August,32,7,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,139.5,0,1,Check-Out,2019-08-10,43326,2019-August-7,2019-08-07,3,91-180 Hari,Premium Price,3,418.5
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",1,76,2019,July,28,10,1,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,222.0,0,1,Canceled,2019-06-30,43327,2019-July-10,2019-07-10,5,61-90 Hari,Premium Price,5,1110.0
"Renaissance New York Times Square Hotel New York, NY",0,166,2018,June,26,25,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,E,1,No Deposit,156.0,0,Transient,86.17,0,2,Check-Out,2018-07-02,43328,2018-June-25,2018-06-25,7,91-180 Hari,Medium Price,7,603.19
"San Diego Sorrento Valley Courtyard San Diego, CA",0,157,2018,June,26,19,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0,Transient,70.4,0,0,Check-Out,2018-06-26,43329,2018-June-19,2018-06-19,7,91-180 Hari,Low Price,7,492.80000000000007
"Sheraton Grand Rio Hotel & Resort Rio de Janeiro, Brazil",0,23,2019,March,11,16,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient-Party,68.0,0,2,Check-Out,2019-03-19,43330,2019-March-16,2019-03-16,3,0-30 Hari,Low Price,3,204.0
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,22,2017,July,30,24,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,153.0,0,2,Check-Out,2017-07-26,43331,2017-July-24,2017-07-24,2,0-30 Hari,Premium Price,2,306.0
"Orlando Airport Courtyard Orlando, FL",1,184,2019,April,16,16,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,54.0,0,1,Canceled,2018-10-26,43332,2019-April-16,2019-04-16,1,181-360 Hari,Low Price,1,54.0
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",0,100,2018,September,40,28,0,4,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,26.0,0,Transient-Party,110.0,0,0,Check-Out,2018-10-02,43333,2018-September-28,2018-09-28,4,91-180 Hari,High Price,4,440.0
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,252,2018,December,53,29,1,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,53.47,0,1,Check-Out,2019-01-02,43334,2018-December-29,2018-12-29,4,181-360 Hari,Low Price,4,213.88
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",0,0,2018,February,6,4,0,2,2,0.0,1,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0,Transient,38.4,0,0,Check-Out,2018-02-06,43335,2018-February-4,2018-02-04,2,,Low Price,2,76.8
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,26,2018,January,4,21,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,48.0,0,0,Check-Out,2018-01-25,43336,2018-January-21,2018-01-21,4,0-30 Hari,Low Price,4,192.0
"Waves, Barbados Barbados",0,11,2017,October,43,23,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,0,Transient-Party,88.5,0,0,Check-Out,2017-10-27,43337,2017-October-23,2017-10-23,4,0-30 Hari,Medium Price,4,354.0
"Protea Hotel by Marriott Midrand Midrand, South Africa",1,10,2018,March,14,29,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,137.0,0,0,Canceled,2018-03-23,43338,2018-March-29,2018-03-29,1,0-30 Hari,Premium Price,1,137.0
"Courtyard Las Vegas Convention Center Las Vegas, NV ",1,184,2019,March,10,9,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,93.6,0,2,Canceled,2018-09-13,43339,2019-March-9,2019-03-09,3,181-360 Hari,Medium Price,3,280.79999999999995
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",1,67,2019,June,23,4,2,2,2,0.0,0,BB,LVA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,170.0,0,1,Canceled,2019-03-30,43340,2019-June-4,2019-06-04,4,61-90 Hari,Premium Price,4,680.0
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",1,282,2018,June,24,9,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,48,Transient-Party,73.33,0,0,Canceled,2018-06-02,43341,2018-June-9,2018-06-09,3,181-360 Hari,Medium Price,3,219.99
"Protea Hotel Fire & Ice! by Marriott Cape Town Cape Town, South Africa",0,34,2018,March,13,24,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,B,4,No Deposit,14.0,0,Transient,116.1,0,1,Check-Out,2018-03-27,43342,2018-March-24,2018-03-24,3,31-60 Hari,High Price,3,348.29999999999995
"W Barcelona Barcelona, Spain",0,1,2017,September,37,11,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,0,Transient,92.4,0,0,Check-Out,2017-09-14,43343,2017-September-11,2017-09-11,3,0-30 Hari,Medium Price,3,277.20000000000005
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",0,176,2019,April,15,14,2,2,2,0.0,0,HB,RUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,2.0,0,Transient-Party,113.0,0,1,Check-Out,2019-04-18,43344,2019-April-14,2019-04-14,4,91-180 Hari,High Price,4,452.0
"Baltimore BWI Airport Courtyard Linthicum, MD",1,350,2018,June,25,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,0,Transient,140.0,0,0,Canceled,2017-08-11,43345,2018-June-17,2018-06-17,2,181-360 Hari,Premium Price,2,280.0
"Sacramento Airport Natomas Courtyard Sacramento, CA",1,188,2018,June,23,2,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Transient,65.0,0,0,Canceled,2017-12-23,43346,2018-June-2,2018-06-02,3,181-360 Hari,Low Price,3,195.0
"Baltimore BWI Airport Courtyard Linthicum, MD",0,34,2018,July,31,29,0,1,2,1.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Transient,152.1,0,0,Check-Out,2018-07-30,43347,2018-July-29,2018-07-29,1,31-60 Hari,Premium Price,1,152.1
"W Barcelona Barcelona, Spain",0,145,2018,July,31,24,4,6,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0,Transient,102.6,0,0,Check-Out,2018-08-03,43348,2018-July-24,2018-07-24,10,91-180 Hari,High Price,10,1026.0
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",1,1,2017,October,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,0.0,0,Transient,36.0,0,0,Canceled,2017-10-31,43349,2017-October-31,2017-10-31,1,0-30 Hari,Low Price,1,36.0
"Courtyard by Marriott Paris Gare de Lyon Paris, France",0,0,2019,February,8,19,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,14,A,C,0,No Deposit,0.0,0,Transient-Party,35.0,0,2,Check-Out,2019-02-20,43350,2019-February-19,2019-02-19,1,,Low Price,1,35.0
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",1,21,2019,February,8,23,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,118.0,0,0,Canceled,2019-02-02,43351,2019-February-23,2019-02-23,3,0-30 Hari,High Price,3,354.0
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",1,31,2018,April,18,24,1,0,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.5,0,0,Canceled,2018-03-29,43352,2018-April-24,2018-04-24,1,31-60 Hari,Medium Price,1,94.5
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",0,25,2017,September,37,11,1,2,2,0.0,0,HB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,135.67,0,1,Check-Out,2017-09-14,43353,2017-September-11,2017-09-11,3,0-30 Hari,Premium Price,3,407.01
"Waves, Barbados Barbados",0,124,2018,May,21,17,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,F,1,No Deposit,9.0,0,Transient,105.3,0,2,Check-Out,2018-05-20,43354,2018-May-17,2018-05-17,3,91-180 Hari,High Price,3,315.9
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",1,88,2018,December,52,23,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,83.06,0,2,Canceled,2018-10-13,43355,2018-December-23,2018-12-23,7,61-90 Hari,Medium Price,7,581.4200000000001
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",0,64,2018,March,14,31,0,3,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,80.1,0,1,Check-Out,2018-04-03,43356,2018-March-31,2018-03-31,3,61-90 Hari,Medium Price,3,240.29999999999998
"Fort Worth University Drive Courtyard Fort Worth, TX",0,1,2018,May,22,23,1,0,2,0.0,0,SC,MLT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0,Transient,149.0,0,0,Check-Out,2018-05-24,43357,2018-May-23,2018-05-23,1,0-30 Hari,Premium Price,1,149.0
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",1,67,2018,December,50,5,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,39.38,0,1,Canceled,2018-10-18,43358,2018-December-5,2018-12-05,4,61-90 Hari,Low Price,4,157.52
"Renaissance Hamburg Hotel Hamburg, Germany",0,6,2018,January,5,29,2,2,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,121.0,0,Transient,72.0,0,0,Check-Out,2018-02-02,43359,2018-January-29,2018-01-29,4,0-30 Hari,Medium Price,4,288.0
"Frankfurt Marriott Hotel Frankfurt, Germany",1,34,2017,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,0,Transient,90.0,0,0,Canceled,2017-11-17,43360,2017-December-8,2017-12-08,2,31-60 Hari,Medium Price,2,180.0
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",1,137,2018,January,5,27,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,45,Transient,70.0,0,0,Canceled,2017-10-27,43361,2018-January-27,2018-01-27,2,91-180 Hari,Low Price,2,140.0
"Treasure Beach, Barbados Barbados",0,247,2018,June,26,22,0,3,1,0.0,0,HB,POL,Groups,Direct,0,0,0,A,A,1,No Deposit,0.0,0,Transient-Party,76.0,0,0,Check-Out,2018-06-25,43362,2018-June-22,2018-06-22,3,181-360 Hari,Medium Price,3,228.0
"St. Louis Downtown West Courtyard St. Louis, MO",1,56,2019,May,19,11,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0,Transient-Party,23.6,0,0,Canceled,2019-05-03,43363,2019-May-11,2019-05-11,4,31-60 Hari,Low Price,4,94.4
"San Diego Sorrento Valley Courtyard San Diego, CA",1,37,2019,June,24,12,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0,Transient,99.0,0,0,Canceled,2019-06-03,43364,2019-June-12,2019-06-12,3,31-60 Hari,High Price,3,297.0
"Hotel Maria Cristina, San Sebastian San Sebastian, Spain",1,140,2019,August,33,14,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,175.0,0,3,Canceled,2019-07-06,43365,2019-August-14,2019-08-14,4,91-180 Hari,Premium Price,4,700.0
"Crystal Cove, Barbados Barbados",0,78,2019,July,28,10,1,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,150.0,0,1,Check-Out,2019-07-15,43366,2019-July-10,2019-07-10,5,61-90 Hari,Premium Price,5,750.0
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",1,141,2019,June,26,27,2,5,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0.0,0,Transient,130.0,0,0,Canceled,2019-02-06,43367,2019-June-27,2019-06-27,7,91-180 Hari,Premium Price,7,910.0
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",0,0,2019,April,16,20,0,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,102.0,0,0,Check-Out,2019-04-22,43368,2019-April-20,2019-04-20,2,,High Price,2,204.0
"Fort Worth University Drive Courtyard Fort Worth, TX",0,0,2018,February,9,24,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,0,Transient,36.96,0,1,Check-Out,2018-02-25,43369,2018-February-24,2018-02-24,1,,Low Price,1,36.96
"Chicago O'Hare Courtyard Des Plaines, IL",0,33,2018,March,10,1,0,5,2,0.0,0,HB,DEU,Groups,Direct,0,0,0,E,E,0,No Deposit,0.0,0,Transient-Party,81.0,0,1,Check-Out,2018-03-06,43370,2018-March-1,2018-03-01,5,31-60 Hari,Medium Price,5,405.0
"Newark Liberty International Airport Courtyard Newark, NJ",0,84,2018,June,27,26,2,1,3,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,5,No Deposit,7.0,0,Transient,103.72,0,2,Check-Out,2018-06-29,43371,2018-June-26,2018-06-26,3,61-90 Hari,High Price,3,311.15999999999997
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",1,202,2019,July,26,1,2,1,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,89.1,0,0,Canceled,2018-12-11,43372,2019-July-1,2019-07-01,3,181-360 Hari,Medium Price,3,267.29999999999995
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",1,130,2019,April,16,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,286.0,0,Transient,95.0,0,0,Canceled,2018-12-12,43373,2019-April-21,2019-04-21,2,91-180 Hari,Medium Price,2,190.0
